gene_id	GO_terms_en	KEGG_pathways_en
ABBFA_002428		ko00627; ko01120; Aminobenzoate degradation (map00627); Microbial metabolism in diverse environments (map01120)
ABBFA_002429		ko00627; ko01120; Aminobenzoate degradation (map00627); Microbial metabolism in diverse environments (map01120)
ABBFA_002430		
ABBFA_002431		
ABBFA_002432		
ABBFA_002433		ko00360; ko01100; ko01110; Phenylalanine metabolism (map00360); Metabolic pathways (map01100); Biosynthesis of secondary metabolites (map01110)
ABBFA_002434		ko00627; ko01120; Aminobenzoate degradation (map00627); Microbial metabolism in diverse environments (map01120)
ABBFA_002435		
ABBFA_002436		"ko00071; ko00280; ko00410; ko00640; ko01100; ko01110; ko01130; ko01200; ko01212; ko03320; Fatty acid degradation (map00071); Valine, leucine and isoleucine degradation (map00280); beta-Alanine metabolism (map00410); Propanoate metabolism (map00640); Metabolic pathways (map01100); Biosynthesis of secondary metabolites (map01110); map01130; Carbon metabolism (map01200); Fatty acid metabolism (map01212); PPAR signaling pathway (map03320)"
ABBFA_002437		
ABBFA_002438		
ABBFA_002439		
ABBFA_002440		
ABBFA_002441		
ABBFA_002442		ko00040; ko00053; Pentose and glucuronate interconversions (map00040); Ascorbate and aldarate metabolism (map00053)
kdgD		ko00053; ko01100; Ascorbate and aldarate metabolism (map00053); Metabolic pathways (map01100)
gudD	magnesium ion binding (GO:0000287); molecular_function (GO:0003674); catalytic activity (GO:0003824); binding (GO:0005488); carbohydrate metabolic process (GO:0005975); obsolete organic acid metabolic process (GO:0006082); biological_process (GO:0008150); metabolic process (GO:0008152); glucarate dehydratase activity (GO:0008872); catabolic process (GO:0009056); cellular process (GO:0009987); carbohydrate catabolic process (GO:0016052); obsolete organic acid catabolic process (GO:0016054); lyase activity (GO:0016829); carbon-oxygen lyase activity (GO:0016835); hydro-lyase activity (GO:0016836); GO:0017144; obsolete glucarate metabolic process (GO:0019392); obsolete glucarate catabolic process (GO:0019394); obsolete aldaric acid metabolic process (GO:0019577); aldaric acid catabolic process (GO:0019579); carboxylic acid metabolic process (GO:0019752); GO:0042737; D-glucarate metabolic process (GO:0042836); D-glucarate catabolic process (GO:0042838); ion binding (GO:0043167); cation binding (GO:0043169); oxoacid metabolic process (GO:0043436); dicarboxylic acid metabolic process (GO:0043648); dicarboxylic acid catabolic process (GO:0043649); obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular catabolic process (GO:0044248); small molecule metabolic process (GO:0044281); small molecule catabolic process (GO:0044282); carboxylic acid catabolic process (GO:0046395); metal ion binding (GO:0046872); obsolete organic substance metabolic process (GO:0071704); obsolete organic substance catabolic process (GO:1901575)	ko00053; ko01100; Ascorbate and aldarate metabolism (map00053); Metabolic pathways (map01100)
ABBFA_002446		
garD	molecular_function (GO:0003674); catalytic activity (GO:0003824); carbohydrate metabolic process (GO:0005975); obsolete organic acid metabolic process (GO:0006082); biological_process (GO:0008150); metabolic process (GO:0008152); galactarate dehydratase activity (GO:0008867); catabolic process (GO:0009056); cellular process (GO:0009987); carbohydrate catabolic process (GO:0016052); obsolete organic acid catabolic process (GO:0016054); lyase activity (GO:0016829); carbon-oxygen lyase activity (GO:0016835); hydro-lyase activity (GO:0016836); obsolete aldaric acid metabolic process (GO:0019577); aldaric acid catabolic process (GO:0019579); galactarate metabolic process (GO:0019580); carboxylic acid metabolic process (GO:0019752); oxoacid metabolic process (GO:0043436); dicarboxylic acid metabolic process (GO:0043648); dicarboxylic acid catabolic process (GO:0043649); obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular catabolic process (GO:0044248); small molecule metabolic process (GO:0044281); small molecule catabolic process (GO:0044282); D-galactarate catabolic process (GO:0046392); carboxylic acid catabolic process (GO:0046395); obsolete organic substance metabolic process (GO:0071704); obsolete organic substance catabolic process (GO:1901575)	ko00053; Ascorbate and aldarate metabolism (map00053)
ABBFA_002448		
ABBFA_002449		
ABBFA_002450		
ABBFA_002451		
ABBFA_002452		
ABBFA_002453		
astA		ko00330; ko01100; Arginine and proline metabolism (map00330); Metabolic pathways (map01100)
ABBFA_002455	"molecular_function (GO:0003674); catalytic activity (GO:0003824); N2-acetyl-L-ornithine:2-oxoglutarate 5-transaminase activity (GO:0003992); L-aspartate:2-oxoglutarate transaminase activity (GO:0004069); binding (GO:0005488); protein binding (GO:0005515); obsolete organic acid metabolic process (GO:0006082); succinate metabolic process (GO:0006105); amino acid metabolic process (GO:0006520); arginine metabolic process (GO:0006525); L-arginine biosynthetic process (GO:0006526); L-arginine catabolic process (GO:0006527); ornithine metabolic process (GO:0006591); L-ornithine catabolic process (GO:0006593); obsolete nitrogen compound metabolic process (GO:0006807); obsolete drug binding (GO:0008144); biological_process (GO:0008150); metabolic process (GO:0008152); transaminase activity (GO:0008483); amino acid biosynthetic process (GO:0008652); catabolic process (GO:0009056); biosynthetic process (GO:0009058); amino acid catabolic process (GO:0009063); obsolete glutamine family amino acid metabolic process (GO:0009064); obsolete glutamine family amino acid catabolic process (GO:0009065); L-glutamine family amino acid biosynthetic process (GO:0009084); cellular process (GO:0009987); obsolete organic acid biosynthetic process (GO:0016053); obsolete organic acid catabolic process (GO:0016054); transferase activity (GO:0016740); transferase activity, transferring nitrogenous groups (GO:0016769); GO:0017144; obsolete L-arginine catabolic process to succinate (GO:0019545); carboxylic acid metabolic process (GO:0019752); vitamin binding (GO:0019842); pyridoxal phosphate binding (GO:0030170); small molecule binding (GO:0036094); obsolete L-arginine biosynthetic process via ornithine (GO:0042450); identical protein binding (GO:0042802); ion binding (GO:0043167); anion binding (GO:0043168); oxoacid metabolic process (GO:0043436); dicarboxylic acid metabolic process (GO:0043648); succinylornithine:2-oxoglutarate transaminase activity (GO:0043825); obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular catabolic process (GO:0044248); obsolete cellular biosynthetic process (GO:0044249); small molecule metabolic process (GO:0044281); small molecule catabolic process (GO:0044282); small molecule biosynthetic process (GO:0044283); carboxylic acid biosynthetic process (GO:0046394); carboxylic acid catabolic process (GO:0046395); obsolete cofactor binding (GO:0048037); obsolete coenzyme binding (GO:0050662); vitamin B6 binding (GO:0070279); obsolete organic substance metabolic process (GO:0071704); obsolete organic cyclic compound binding (GO:0097159); heterocyclic compound binding (GO:1901363); obsolete organonitrogen compound metabolic process (GO:1901564); obsolete organonitrogen compound catabolic process (GO:1901565); obsolete organonitrogen compound biosynthetic process (GO:1901566); obsolete organic substance catabolic process (GO:1901575); obsolete organic substance biosynthetic process (GO:1901576); alpha-amino acid metabolic process (GO:1901605); alpha-amino acid catabolic process (GO:1901606); alpha-amino acid biosynthetic process (GO:1901607)"	ko00220; ko00300; ko00330; ko01100; ko01110; ko01120; ko01130; ko01210; ko01230; Arginine biosynthesis (map00220); Lysine biosynthesis (map00300); Arginine and proline metabolism (map00330); Metabolic pathways (map01100); Biosynthesis of secondary metabolites (map01110); Microbial metabolism in diverse environments (map01120); map01130; 2-Oxocarboxylic acid metabolism (map01210); Biosynthesis of amino acids (map01230)
ABBFA_002456		
ydcW		"ko00260; ko01100; Glycine, serine and threonine metabolism (map00260); Metabolic pathways (map01100)"
ABBFA_002458		
ABBFA_002459		
ABBFA_002460		
ABBFA_002461		
puuB		ko00330; ko01100; Arginine and proline metabolism (map00330); Metabolic pathways (map01100)
ABBFA_002463	cellular_component (GO:0005575); obsolete cell (GO:0005623); plasma membrane (GO:0005886); membrane (GO:0016020); obsolete cell part (GO:0044464); cell periphery (GO:0071944)	
ABBFA_002464		
ABBFA_002465		
ABBFA_002466		
ABBFA_002467		
ABBFA_002468		
ABBFA_002469		ko03070; Bacterial secretion system (map03070)
ABBFA_002470		
ABBFA_002472		
ABBFA_002473		ko02010; ABC transporters (map02010)
ABBFA_002475		
argG	"urea cycle (GO:0000050); obsolete argininosuccinate metabolic process (GO:0000053); molecular_function (GO:0003674); catalytic activity (GO:0003824); argininosuccinate synthase activity (GO:0004055); binding (GO:0005488); protein binding (GO:0005515); cellular_component (GO:0005575); intracellular anatomical structure (GO:0005622); obsolete cell (GO:0005623); cytoplasm (GO:0005737); cytosol (GO:0005829); obsolete organic acid metabolic process (GO:0006082); amino acid metabolic process (GO:0006520); arginine metabolic process (GO:0006525); L-arginine biosynthetic process (GO:0006526); modified amino acid metabolic process (GO:0006575); obsolete nitrogen compound metabolic process (GO:0006807); biological_process (GO:0008150); metabolic process (GO:0008152); amino acid biosynthetic process (GO:0008652); biosynthetic process (GO:0009058); obsolete glutamine family amino acid metabolic process (GO:0009064); L-glutamine family amino acid biosynthetic process (GO:0009084); cellular process (GO:0009987); obsolete organic acid biosynthetic process (GO:0016053); ligase activity (GO:0016874); ligase activity, forming carbon-nitrogen bonds (GO:0016879); urea metabolic process (GO:0019627); carboxylic acid metabolic process (GO:0019752); obsolete cellular nitrogen compound metabolic process (GO:0034641); identical protein binding (GO:0042802); oxoacid metabolic process (GO:0043436); obsolete amide metabolic process (GO:0043603); obsolete amide biosynthetic process (GO:0043604); obsolete cellular metabolic process (GO:0044237); primary metabolic process (GO:0044238); obsolete cellular biosynthetic process (GO:0044249); obsolete cellular nitrogen compound biosynthetic process (GO:0044271); small molecule metabolic process (GO:0044281); small molecule biosynthetic process (GO:0044283); obsolete intracellular part (GO:0044424); obsolete cytoplasmic part (GO:0044444); obsolete cell part (GO:0044464); carboxylic acid biosynthetic process (GO:0046394); obsolete organic substance metabolic process (GO:0071704); nitrogen cycle metabolic process (GO:0071941); tricarboxylic acid metabolic process (GO:0072350); obsolete organonitrogen compound metabolic process (GO:1901564); obsolete organonitrogen compound biosynthetic process (GO:1901566); obsolete organic substance biosynthetic process (GO:1901576); alpha-amino acid metabolic process (GO:1901605); alpha-amino acid biosynthetic process (GO:1901607)"	"ko00220; ko00250; ko01100; ko01110; ko01130; ko01230; ko05418; Arginine biosynthesis (map00220); Alanine, aspartate and glutamate metabolism (map00250); Metabolic pathways (map01100); Biosynthesis of secondary metabolites (map01110); map01130; Biosynthesis of amino acids (map01230); Fluid shear stress and atherosclerosis (map05418)"
